continent,name,city,row,column,pop,individual,site,original comments,Qubit_ng.ul Ext 1,Number that need to be rextracted:,,Qubit_ng.ul Ext 2 (SK),
OCE,Sydney,SYD,b,1,1,2,u,little bit of fungus,20.3,,,,
OCE,Sydney,SYD,c,1,1,3,u,,22.5,,,,
OCE,Sydney,SYD,d,1,1,4,u,,25.8,,,,
OCE,Sydney,SYD,e,1,1,5,u,,42.3,,,,
OCE,Sydney,SYD,f,1,1,6,u,,9.34,,,,
OCE,Sydney,SYD,g,1,1,7,u,no tissue left,65.5,,,,
OCE,Sydney,SYD,h,1,1,8,u,,23.3,,,,
OCE,Sydney,SYD,a,2,1,9,u,no tissue left,42.4,,,,
OCE,Sydney,SYD,b,2,1,10,u,no tissue left,35.8,,,,
OCE,Sydney,SYD,c,2,2,1,u,,38.9,,,,
OCE,Sydney,SYD,d,2,2,2,u,a little fungusy,37.2,,,,
OCE,Sydney,SYD,e,2,2,3,u,,0,,,,
OCE,Sydney,SYD,f,2,2,4,u,,9.79,,,,
OCE,Sydney,SYD,g,2,2,5,u,,52.5,,,,
OCE,Sydney,SYD,h,2,2,6,u,,15.7,,,,
OCE,Sydney,SYD,a,3,2,7,u,,27.1,,,,
OCE,Sydney,SYD,b,3,2,8,u,,77.8,,,,
OCE,Sydney,SYD,c,3,2,9,u,,44.9,,,,
OCE,Sydney,SYD,d,3,2,10,u,,20.2,,,,
OCE,Sydney,SYD,e,3,3,1,u,,23.1,,,,
OCE,Sydney,SYD,f,3,3,2,u,a little fungusy,14.4,,,,
OCE,Sydney,SYD,g,3,3,3,u,a little fungusy,13.6,,,,
OCE,Sydney,SYD,h,3,3,4,u,,0,,,,
OCE,Sydney,SYD,a,4,3,5,u,fungus,6.16,,,,
OCE,Sydney,SYD,b,4,3,6,u,fungus,81,,,,
OCE,Sydney,SYD,c,4,3,7,u,very fungusy,42.7,,,,
OCE,Sydney,SYD,d,4,3,8,u,,26.4,,,,
OCE,Sydney,SYD,e,4,3,9,u,,21.1,,,,
OCE,Sydney,SYD,f,4,4,1,u,,11.7,,,,
OCE,Sydney,SYD,g,4,4,2,u,,45,,,,
OCE,Sydney,SYD,h,4,4,3,u,,7.69,,,,
OCE,Sydney,SYD,a,5,4,4,u,,5.35,,,,
OCE,Sydney,SYD,b,5,4,5,u,,16.7,,,,
OCE,Sydney,SYD,c,5,4,6,u,,16.3,,,,
OCE,Sydney,SYD,d,5,4,7,u,,33.3,,,,
OCE,Sydney,SYD,e,5,4,8,u,,83.5,,,,
OCE,Sydney,SYD,f,5,4,10,u,,32,,,,
OCE,Sydney,SYD,g,5,5,1,u,,2.62,,,,
OCE,Sydney,SYD,h,5,5,2,u,,25.2,,,,
OCE,Sydney,SYD,a,6,5,3,u,fungus,20.8,,,,
OCE,Sydney,SYD,b,6,5,4,u,,3.48,,,,
OCE,Sydney,SYD,c,6,5,5,u,,5.49,,,,
OCE,Sydney,SYD,d,6,5,6,u,,3.72,,,,
OCE,Sydney,SYD,e,6,5,7,u,,6.38,,,,
OCE,Sydney,SYD,f,6,5,8,u,,4.51,,,,
OCE,Sydney,SYD,g,6,5,9,u,,4.06,,,,
OCE,Sydney,SYD,h,6,5,10,u,,3.65,,,,
OCE,Sydney,SYD,a,7,36,1,r,,64.6,,,,
OCE,Sydney,SYD,b,7,36,2,r,,4.44,,,,
OCE,Sydney,SYD,c,7,36,3,r,,5.11,,,,
OCE,Sydney,SYD,d,7,36,4,r,,40.2,,,,
OCE,Sydney,SYD,e,7,36,5,r,,8.28,,,,
OCE,Sydney,SYD,f,7,36,6,r,,27.4,,,,
OCE,Sydney,SYD,g,7,36,7,r,,43.9,,,,
OCE,Sydney,SYD,h,7,36,8,r,,49.7,,,,
OCE,Sydney,SYD,a,8,36,9,r,,37.2,,,,
OCE,Sydney,SYD,b,8,36,10,r,,3.17,,,,
OCE,Sydney,SYD,c,8,37,1,r,,2.24,,,,
OCE,Sydney,SYD,d,8,37,2,r,,2.25,,,,
OCE,Sydney,SYD,e,8,37,3,r,,6.66,,,,
OCE,Sydney,SYD,f,8,37,4,r,,4.41,,,,
OCE,Sydney,SYD,g,8,37,5,r,,5.57,,,,
OCE,Sydney,SYD,h,8,37,6,r,,16.4,,,,
OCE,Sydney,SYD,a,9,37,7,r,,28.1,,,,
OCE,Sydney,SYD,b,9,37,8,r,,5.3,,,,
OCE,Sydney,SYD,c,9,37,9,r,,3.54,,,,
OCE,Sydney,SYD,d,9,37,10,r,,6.11,,,,
OCE,Sydney,SYD,e,9,38,1,r,,1.79,,,,
OCE,Sydney,SYD,f,9,38,2,r,,2.18,,,,
OCE,Sydney,SYD,g,9,38,3,r,,5.39,,,,
OCE,Sydney,SYD,h,9,38,4,r,,4.09,,,,
OCE,Sydney,SYD,a,10,38,5,r,,1.48,,,,
OCE,Sydney,SYD,b,10,38,6,r,,1.23,,,,
OCE,Sydney,SYD,c,10,38,7,r,,1.72,,,,
OCE,Sydney,SYD,d,10,38,8,r,,3.79,,,,
OCE,Sydney,SYD,e,10,38,9,r,,2.21,,,,
OCE,Sydney,SYD,f,10,39,1,r,,1.86,,,,
OCE,Sydney,SYD,g,10,39,2,r,,2.81,,,,
OCE,Sydney,SYD,h,10,39,3,r,,35.3,,,,
OCE,Sydney,SYD,a,11,40,1,r,,113,,,,
OCE,Sydney,SYD,b,11,40,2,r,,4.93,,,,
OCE,Sydney,SYD,c,11,40,3,r,,2.22,,,,
OCE,Sydney,SYD,d,11,40,4,r,,1.92,,,,
OCE,Sydney,SYD,e,11,40,5,r,,2.66,,,,
OCE,Sydney,SYD,f,11,40,6,r,,1.64,,,,
OCE,Sydney,SYD,g,11,40,7,r,,1.2,,,,
OCE,Sydney,SYD,h,11,40,8,r,,2.03,,,,
OCE,Sydney,SYD,a,12,40,9,r,fungus,55.7,,,,
OCE,Sydney,SYD,b,12,40,10,r,little bit fungus,1.39,,,,
OCE,Sydney,SYD,c,12,empty,empty,,,,,,,
OCE,Sydney,SYD,d,12,empty,empty,,,,,,,
OCE,Sydney,SYD,e,12,empty,empty,,,,,,,
OCE,Sydney,SYD,f,12,empty,empty,,,,,,,
OCE,Sydney,SYD,g,12,empty,empty,,,,,,,
OCE,Sydney,SYD,h,12,empty,empty,,,,,,,
AFR,Cape Town,CPT,a,1,4,13,u,,37.6,80,,,
AFR,Cape Town,CPT,b,1,4,10,u,,61.7,,,,
AFR,Cape Town,CPT,c,1,4,9,u,,9.77,,,,
AFR,Cape Town,CPT,d,1,4,8,u,,5.63,,,,
AFR,Cape Town,CPT,e,1,4,6,u,,7.02,,,,
AFR,Cape Town,CPT,f,1,4,4,u,wet,27.8,,,,
AFR,Cape Town,CPT,g,1,4,3,u,wet,8.41,,,,
AFR,Cape Town,CPT,h,1,4,2,u,wet,165,,,,
AFR,Cape Town,CPT,a,2,4,1,u,wet,4.86,,,,
AFR,Cape Town,CPT,b,2,4,18,u,wet,2.3,,,,
AFR,Cape Town,CPT,c,2,3,15,u,wet,1.1,,,,
AFR,Cape Town,CPT,d,2,3,4,u,wet,1.29,,,,
AFR,Cape Town,CPT,e,2,3,7,u,,0,,,,
AFR,Cape Town,CPT,f,2,3,8,u,,2.55,,,,
AFR,Cape Town,CPT,g,2,3,9,u,wet/fungusy,2.29,,,,
AFR,Cape Town,CPT,h,2,3,10,u,wet,0,,,,
AFR,Cape Town,CPT,a,3,3,12,u,,2.99,,,,
AFR,Cape Town,CPT,b,3,3,13,u,,1.06,,,,
AFR,Cape Town,CPT,c,3,3,14,u,,0,,,,
AFR,Cape Town,CPT,d,3,3,17,u,,6.07,,,,
AFR,Cape Town,CPT,e,3,12,2,u,,1.74,,,,
AFR,Cape Town,CPT,f,3,12,3,u,,0,,,,
AFR,Cape Town,CPT,g,3,12,4,u,,1.84,,,,
AFR,Cape Town,CPT,h,3,12,5,u,,4.87,,,,
AFR,Cape Town,CPT,a,4,12,6,u,,6.51,,,,
AFR,Cape Town,CPT,b,4,12,7,u,wet,2.88,,,,
AFR,Cape Town,CPT,c,4,12,8,u,,4.26,,,,
AFR,Cape Town,CPT,d,4,12,10,u,wet,2.92,,,,
AFR,Cape Town,CPT,e,4,12,11,u,,4.04,,,,
AFR,Cape Town,CPT,f,4,12,13,u,,1.67,,,,
AFR,Cape Town,CPT,g,4,13,10,u,left off 13.11,16,,,,
AFR,Cape Town,CPT,h,4,13,9,u,,9.58,,,,
AFR,Cape Town,CPT,a,5,13,8,u,,19.8,,,,
AFR,Cape Town,CPT,b,5,13,7,u,,10.1,,,,
AFR,Cape Town,CPT,c,5,13,6,u,,4.34,,,,
AFR,Cape Town,CPT,d,5,13,5,u,,11.6,,,,
AFR,Cape Town,CPT,e,5,13,4,u,,6.14,,,,
AFR,Cape Town,CPT,f,5,13,3,u,,7.21,,,,
AFR,Cape Town,CPT,g,5,13,2,u,,2.77,,,,
AFR,Cape Town,CPT,h,5,14,10,u,,3.64,,,,
AFR,Cape Town,CPT,a,6,14,9,u,,36.1,,,,
AFR,Cape Town,CPT,b,6,14,2,u,,1.48,,,,
AFR,Cape Town,CPT,c,6,14,3,u,,4.35,,,,
AFR,Cape Town,CPT,d,6,14,4,u,,2.82,,,,
AFR,Cape Town,CPT,e,6,14,5,u,,0,,,,
AFR,Cape Town,CPT,f,6,14,6,u,,2.04,,,,
AFR,Cape Town,CPT,g,6,14,7,u,,1.21,,,,
AFR,Cape Town,CPT,h,6,14,8,u,left off 14.1,3.18,,,,
AFR,Cape Town,CPT,a,7,7,2,r,,3.63,,,,
AFR,Cape Town,CPT,b,7,7,4,r,wet/fungusy,5.99,,,,
AFR,Cape Town,CPT,c,7,7,5,r,,12.9,,,,
AFR,Cape Town,CPT,d,7,7,6,r,wet,2.8,,,,
AFR,Cape Town,CPT,e,7,7,9,r,wet,1.94,,,,
AFR,Cape Town,CPT,f,7,7,11,r,wet,3.13,,,,
AFR,Cape Town,CPT,g,7,7,12,r,"wet, smells v bad",2.3,,,,
AFR,Cape Town,CPT,h,7,7,13,r,wet,2.93,,,,
AFR,Cape Town,CPT,a,8,7,14,r,left off 7.1,36.6,,,,
AFR,Cape Town,CPT,b,8,8,1,r,,7.43,,,,
AFR,Cape Town,CPT,c,8,8,2,r,,2.49,,,,
AFR,Cape Town,CPT,d,8,8,3,r,,2.79,,,,
AFR,Cape Town,CPT,e,8,8,4,r,wet,4.94,,,,
AFR,Cape Town,CPT,f,8,8,5,r,wet,5.34,,,,
AFR,Cape Town,CPT,g,8,8,6,r,one small leaflet left,19,,,,
AFR,Cape Town,CPT,h,8,8,7,r,,3.98,,,,
AFR,Cape Town,CPT,a,9,8,8,r,no leaf left,8.98,,,,
AFR,Cape Town,CPT,b,9,8,9,r,wet,1.1,,,,
AFR,Cape Town,CPT,c,9,8,11,r,wet,1,,,,
AFR,Cape Town,CPT,d,9,6,16,r,,0,,,,
AFR,Cape Town,CPT,e,9,6,7,r,wet,0,,,,
AFR,Cape Town,CPT,f,9,6,14,r,,4.73,,,,
AFR,Cape Town,CPT,g,9,6,13,r,wet,1.88,,,,
AFR,Cape Town,CPT,h,9,6,12,r,,2.51,,,,
AFR,Cape Town,CPT,a,10,6,6,r,,2,,,,
AFR,Cape Town,CPT,b,10,6,5,r,,2.8,,,,
AFR,Cape Town,CPT,c,10,6,3,r,,2.41,,,,
AFR,Cape Town,CPT,d,10,6,2,r,,1.32,,,,
AFR,Cape Town,CPT,e,10,6,15,r,,1.25,,,,
AFR,Cape Town,CPT,f,10,18,16,r,,4.49,,,,
AFR,Cape Town,CPT,g,10,18,15,r,tube for 18.11 was empty,0,,,,
AFR,Cape Town,CPT,h,10,18,14,r,fungusy,7.02,,,,
AFR,Cape Town,CPT,a,11,18,13,r,,8.24,,,,
AFR,Cape Town,CPT,b,11,18,9,r,,7.17,,,,
AFR,Cape Town,CPT,c,11,18,8,r,"fungus in tube, avoided in plate",0,,,,
AFR,Cape Town,CPT,d,11,18,4,r,,2,,,,
AFR,Cape Town,CPT,e,11,18,3,r,,13.8,,,,
AFR,Cape Town,CPT,f,11,18,12,r,,4.52,,,,
AFR,Cape Town,CPT,g,11,19,15,r,,3.9,,,,
AFR,Cape Town,CPT,h,11,19,14,r,,21.5,,,,
AFR,Cape Town,CPT,a,12,19,11,r,,16.8,,,,
AFR,Cape Town,CPT,b,12,19,10,r,,7.04,,,,
AFR,Cape Town,CPT,c,12,19,9,r,,6.58,,,,
AFR,Cape Town,CPT,d,12,19,8,r,,30.6,,,,
AFR,Cape Town,CPT,e,12,19,5,r,,3.01,,,,
AFR,Cape Town,CPT,f,12,19,4,r,,0,,,,
AFR,Cape Town,CPT,g,12,19,1,r,,4.7,,,,
AFR,Cape Town,CPT,h,12,19,16,r,,7.4,,,,
SAM,Loja,LOJ,a,1,1,2,r,,,,,0,
SAM,Loja,LOJ,b,1,1,6,r,,,,,0,
SAM,Loja,LOJ,c,1,1,7,r,,,,,42.8,
SAM,Loja,LOJ,d,1,1,9,r,,,,,2.06,
SAM,Loja,LOJ,e,1,1,11,r,,,,,4,
SAM,Loja,LOJ,f,1,1,14,r,,,,,0,
SAM,Loja,LOJ,g,1,1,15,r,,,,,0,
SAM,Loja,LOJ,h,1,1,16,r,,,,,2.54,
SAM,Loja,LOJ,a,2,1,18,r,,,,,3.42,
SAM,Loja,LOJ,b,2,1,19,r,,,,,13.5,
SAM,Loja,LOJ,c,2,2,1,r,,,,,4.64,
SAM,Loja,LOJ,d,2,2,2,r,,,,,16.2,
SAM,Loja,LOJ,e,2,2,3,r,,,,,121,
SAM,Loja,LOJ,f,2,2,6,r,,,,,28.2,
SAM,Loja,LOJ,g,2,2,7,r,,,,,32.2,
SAM,Loja,LOJ,h,2,2,10,r,,,,,20,
SAM,Loja,LOJ,a,3,2,11,r,,,,,9.38,
SAM,Loja,LOJ,b,3,2,13,r,,,,,21.4,
SAM,Loja,LOJ,c,3,2,17,r,,,,,0,
SAM,Loja,LOJ,d,3,2,20,r,,,,,46.8,
SAM,Loja,LOJ,e,3,3,2,r,,,,,97.4,
SAM,Loja,LOJ,f,3,3,4,r,two tubes were labelled 3-5 but its probably a mislabel,,,,404,???
SAM,Loja,LOJ,g,3,3,5,r,,,,,15.4,
SAM,Loja,LOJ,h,3,3,3,r,,,,,4.28,
SAM,Loja,LOJ,a,4,3,8,r,,,,,,
SAM,Loja,LOJ,b,4,3,12,r,,,,,,
SAM,Loja,LOJ,c,4,3,15,r,,,,,,
SAM,Loja,LOJ,d,4,3,16,r,,,,,,
SAM,Loja,LOJ,e,4,3,17,r,,,,,,
SAM,Loja,LOJ,f,4,3,19,r,,,,,,
SAM,Loja,LOJ,g,4,4,1,r,,,,,,
SAM,Loja,LOJ,h,4,4,2,r,,,,,,
SAM,Loja,LOJ,a,5,4,3,r,,,,,,
SAM,Loja,LOJ,b,5,4,5,r,,,,,,
SAM,Loja,LOJ,c,5,4,8,r,,,,,,
SAM,Loja,LOJ,d,5,4,9,r,,,,,,
SAM,Loja,LOJ,e,5,4,12,r,,,,,,
SAM,Loja,LOJ,f,5,4,13,r,,,,,,
SAM,Loja,LOJ,g,5,4,17,r,,,,,,
SAM,Loja,LOJ,h,5,4,19,r,,,,,,
SAM,Loja,LOJ,a,6,5,1,r,,,,,3.78,
SAM,Loja,LOJ,b,6,5,3,r,,,,,6.48,
SAM,Loja,LOJ,c,6,5,4,r,,,,,3.18,
SAM,Loja,LOJ,d,6,5,5,r,,,,,6.16,
SAM,Loja,LOJ,e,6,5,7,r,,,,,0,
SAM,Loja,LOJ,f,6,5,8,r,,,,,4.04,
SAM,Loja,LOJ,g,6,5,10,r,,,,,3.02,
SAM,Loja,LOJ,h,6,5,16,r,,,,,0,
SAM,Loja,LOJ,a,7,5,17,r,,,,,0,
SAM,Loja,LOJ,b,7,5,20,r,,,,,5.88,
SAM,Loja,LOJ,c,7,36,5,u,,,,,38.2,
SAM,Loja,LOJ,d,7,36,7,u,,,,,0,
SAM,Loja,LOJ,e,7,36,8,u,,,,,5.68,
SAM,Loja,LOJ,f,7,36,11,u,,,,,0,
SAM,Loja,LOJ,g,7,36,12,u,,,,,0,
SAM,Loja,LOJ,h,7,36,13,u,,,,,4.26,
SAM,Loja,LOJ,a,8,36,14,u,,,,,0,
SAM,Loja,LOJ,b,8,36,16,u,,,,,2.04,
SAM,Loja,LOJ,c,8,36,17,u,,,,,6.04,
SAM,Loja,LOJ,d,8,36,19,u,,,,,23.6,
SAM,Loja,LOJ,e,8,37,1,u,,,,,2.88,
SAM,Loja,LOJ,f,8,37,2,u,,,,,0,
SAM,Loja,LOJ,g,8,37,6,u,,,,,2.28,
SAM,Loja,LOJ,h,8,37,9,u,,,,,0,
SAM,Loja,LOJ,a,9,37,10,u,,,,,55.8,
SAM,Loja,LOJ,b,9,37,11,u,,,,,2.6,
SAM,Loja,LOJ,c,9,37,13,u,,,,,7.4,
SAM,Loja,LOJ,d,9,37,15,u,,,,,22.8,
SAM,Loja,LOJ,e,9,37,18,u,,,,,6.42,
SAM,Loja,LOJ,f,9,37,19,u,,,,,3,
SAM,Loja,LOJ,g,9,38,6,u,,,,,6.7,
SAM,Loja,LOJ,h,9,38,4,u,,,,,2.18,
SAM,Loja,LOJ,a,10,38,5,u,two labelled 38-7,,,,0,
SAM,Loja,LOJ,b,10,38,6,u,,,,,0,
SAM,Loja,LOJ,c,10,38,7,u,,,,,15,
SAM,Loja,LOJ,d,10,38,8,u,,,,,5.98,
SAM,Loja,LOJ,e,10,38,12,u,,,,,34.8,
SAM,Loja,LOJ,f,10,38,14,u,,,,,3.22,
SAM,Loja,LOJ,g,10,38,16,u,,,,,0,
SAM,Loja,LOJ,h,10,38,17,u,,,,,0,
SAM,Loja,LOJ,a,11,39,2,u,,,,,0,
SAM,Loja,LOJ,b,11,39,6,u,,,,,0,
SAM,Loja,LOJ,c,11,39,8,u,,,,,0,
SAM,Loja,LOJ,d,11,39,9,u,,,,,11.3,
SAM,Loja,LOJ,e,11,39,13,u,,,,,5.28,
SAM,Loja,LOJ,f,11,39,12,u,,,,,0,
SAM,Loja,LOJ,g,11,39,14,u,,,,,0,
SAM,Loja,LOJ,h,11,39,16,u,,,,,5.48,
SAM,Loja,LOJ,a,12,40,1,u,only have room to plate 8 individuals of 10 member population,,,,0,
SAM,Loja,LOJ,b,12,40,2,u,,,,,9.3,
SAM,Loja,LOJ,c,12,40,4,u,,,,,10.3,
SAM,Loja,LOJ,d,12,40,5,u,,,,,4.64,
SAM,Loja,LOJ,e,12,40,7,u,,,,,21,
SAM,Loja,LOJ,f,12,40,11,u,,,,,5.78,
SAM,Loja,LOJ,g,12,40,12,u,,,,,25,
SAM,Loja,LOJ,h,12,40,,u,,,,,21.2,
ASI,Tokyo,TYO,a,1,21,6,u,wet and fungusy,2.52,,,,
ASI,Tokyo,TYO,b,1,21,4,u,wet,0,,,,
ASI,Tokyo,TYO,c,1,21,13,u,wet,23,,,,
ASI,Tokyo,TYO,d,1,21,15,u,wet,2.2,,,,
ASI,Tokyo,TYO,e,1,21,12,u,wet,2,,,,
ASI,Tokyo,TYO,f,1,21,9,u,wet,0,,,,
ASI,Tokyo,TYO,g,1,21,8,u,wet,14.2,,,,
ASI,Tokyo,TYO,h,1,21,3,u,wet,2.4,,,,
ASI,Tokyo,TYO,a,2,21,17,u,wet,4,,,,
ASI,Tokyo,TYO,b,2,21,14,u,,5.5,,,,
ASI,Tokyo,TYO,c,2,25,5,u,,8.84,,,,
ASI,Tokyo,TYO,d,2,25,7,u,,0,,,,
ASI,Tokyo,TYO,e,2,25,11,u,not much leaf left,2.54,,,,
ASI,Tokyo,TYO,f,2,25,1,u,left off 21.12,0,,,,
ASI,Tokyo,TYO,g,2,25,14,u,very little leaf left,0,,,,
ASI,Tokyo,TYO,h,2,25,15,u,not much leaf left,0,,,,
ASI,Tokyo,TYO,a,3,25,16,u,not much leaf left,0,,,,
ASI,Tokyo,TYO,b,3,25,17,u,not much leaf left,2,,,,
ASI,Tokyo,TYO,c,3,25,19,u,no tissue left; only had small piece of petiole,11.9,,,,
ASI,Tokyo,TYO,d,3,39,4,u,wet,5.14,,,,
ASI,Tokyo,TYO,e,3,39,1,u,wet,2.8,,,,
ASI,Tokyo,TYO,f,3,39,5,u,wet,0,,,,
ASI,Tokyo,TYO,g,3,39,9,u,wet,3.9,,,,
ASI,Tokyo,TYO,h,3,39,11,u,wet,12.3,,,,
ASI,Tokyo,TYO,a,4,39,12,u,,17.3,,,,
ASI,Tokyo,TYO,b,4,39,14,u,little tissue left,0,,,,
ASI,Tokyo,TYO,c,4,39,15,u,wet,0,,,,
ASI,Tokyo,TYO,d,4,39,16,u,,6,,,,
ASI,Tokyo,TYO,e,4,39,18,u,,7.94,,,,
ASI,Tokyo,TYO,f,4,48,1,u,,3.14,,,,
ASI,Tokyo,TYO,g,4,48,2,u,"wet, bit of fungus",6.46,,,,
ASI,Tokyo,TYO,h,4,48,3,u,wet,0,,,,
ASI,Tokyo,TYO,a,5,48,4,u,wet,0,,,,
ASI,Tokyo,TYO,b,5,48,5,u,wet,9.8,,,,
ASI,Tokyo,TYO,c,5,48,10,u,wet,0,,,,
ASI,Tokyo,TYO,d,5,48,14,u,wet,6.86,,,,
ASI,Tokyo,TYO,e,5,48,16,u,wet,0,,,,
ASI,Tokyo,TYO,f,5,48,18,u,wet,31.4,,,,
ASI,Tokyo,TYO,g,5,48,19,u,,6.36,,,,
ASI,Tokyo,TYO,h,5,15,4,u,wet,28.8,,,,
ASI,Tokyo,TYO,a,6,15,1,u,,17,,,,
ASI,Tokyo,TYO,b,6,15,5,u,"wet, fungus in tube",0,,,,
ASI,Tokyo,TYO,c,6,15,6,u,wet,21,,,,
ASI,Tokyo,TYO,d,6,15,9,u,wet,0,,,,
ASI,Tokyo,TYO,e,6,15,11,u,,0,,,,
ASI,Tokyo,TYO,f,6,15,12,u,wet,3.22,,,,
ASI,Tokyo,TYO,g,6,15,16,u,wet,0,,,,
ASI,Tokyo,TYO,h,6,15,20,u,left off 15.19,0,,,,
ASI,Tokyo,TYO,a,7,8,1,r,,3.9,,,,
ASI,Tokyo,TYO,b,7,8,6,r,,0,,,,
ASI,Tokyo,TYO,c,7,8,7,r,,0,,,,
ASI,Tokyo,TYO,d,7,8,10,r,,3.36,,,,
ASI,Tokyo,TYO,e,7,8,11,r,,0,,,,
ASI,Tokyo,TYO,f,7,8,14,r,,0,,,,
ASI,Tokyo,TYO,g,7,8,15,r,,2.2,,,,
ASI,Tokyo,TYO,h,7,8,16,r,,3.4,,,,
ASI,Tokyo,TYO,a,8,8,20,r,left off 8.18,0,,,,
ASI,Tokyo,TYO,b,8,10,1,r,,0,,,,
ASI,Tokyo,TYO,c,8,10,2,r,,0,,,,
ASI,Tokyo,TYO,d,8,10,3,r,,0,,,,
ASI,Tokyo,TYO,e,8,10,4,r,,0,,,,
ASI,Tokyo,TYO,f,8,10,6,r,,0,,,,
ASI,Tokyo,TYO,g,8,10,7,r,,0,,,,
ASI,Tokyo,TYO,h,8,10,9,r,,0,,,,
ASI,Tokyo,TYO,a,9,10,10,r,,5.08,,,,
ASI,Tokyo,TYO,b,9,10,12,r,,0,,,,
ASI,Tokyo,TYO,c,9,10,15,r,,17.7,,,,
ASI,Tokyo,TYO,d,9,13,1,r,,5.78,,,,
ASI,Tokyo,TYO,e,9,13,2,r,,0,,,,
ASI,Tokyo,TYO,f,9,13,3,r,,3.84,,,,
ASI,Tokyo,TYO,g,9,13,4,r,,0,,,,
ASI,Tokyo,TYO,h,9,13,6,r,,0,,,,
ASI,Tokyo,TYO,a,10,13,9,r,,0,,,,
ASI,Tokyo,TYO,b,10,13,10,r,fungusy,32.4,,,,
ASI,Tokyo,TYO,c,10,13,13,r,,10.4,,,,
ASI,Tokyo,TYO,d,10,13,17,r,left off 13.11,2.7,,,,
ASI,Tokyo,TYO,e,10,18,1,r,,0,,,,
ASI,Tokyo,TYO,f,10,18,2,r,,18.2,,,,
ASI,Tokyo,TYO,g,10,18,3,r,,7.3,,,,
ASI,Tokyo,TYO,h,10,18,5,r,,3.64,,,,
ASI,Tokyo,TYO,a,11,18,9,r,,0,,,,
ASI,Tokyo,TYO,b,11,18,10,r,,2.14,,,,
ASI,Tokyo,TYO,c,11,18,11,r,,0,,,,
ASI,Tokyo,TYO,d,11,18,12,r,,0,,,,
ASI,Tokyo,TYO,e,11,18,13,r,,0,,,,
ASI,Tokyo,TYO,f,11,18,15,r,,0,,,,
ASI,Tokyo,TYO,g,11,35,2,r,,0,,,,
ASI,Tokyo,TYO,h,11,35,7,r,,0,,,,
ASI,Tokyo,TYO,a,12,35,8,r,,5.36,,,,
ASI,Tokyo,TYO,b,12,35,4,r,,0,,,,
ASI,Tokyo,TYO,c,12,35,10,r,,8.9,,,,
ASI,Tokyo,TYO,d,12,35,11,r,,0,,,,
ASI,Tokyo,TYO,e,12,35,12,r,,4.02,,,,
ASI,Tokyo,TYO,f,12,35,18,r,,0,,,,
ASI,Tokyo,TYO,g,12,35,19,r,,3.32,,,,
ASI,Tokyo,TYO,h,12,35,20,r,,0,,,,
ASI,Kyoto,KYO,a,1,1,1,u,Kyoto is a bit fungusy,6.9,,,,
ASI,Kyoto,KYO,b,1,1,6,u,,0,,,,
ASI,Kyoto,KYO,c,1,1,12,u,,0,,,,
ASI,Kyoto,KYO,d,1,1,14,u,,3.3,,,,
ASI,Kyoto,KYO,e,1,1,16,u,,0,,,,
ASI,Kyoto,KYO,f,1,1,13,u,,0,,,,
ASI,Kyoto,KYO,g,1,1,3,u,,9.9,,,,
ASI,Kyoto,KYO,h,1,1,7,u,,15.1,,,,
ASI,Kyoto,KYO,a,2,1,19,u,,0,,,,
ASI,Kyoto,KYO,b,2,2,1,u,,0,,,,
ASI,Kyoto,KYO,c,2,2,15,u,,2.22,,,,
ASI,Kyoto,KYO,d,2,2,17,u,,2.1,,,,
ASI,Kyoto,KYO,e,2,2,8,u,,0,,,,
ASI,Kyoto,KYO,f,2,2,5,u,,0,,,,
ASI,Kyoto,KYO,g,2,2,4,u,,0,,,,
ASI,Kyoto,KYO,h,2,2,12,u,,0,,,,
ASI,Kyoto,KYO,a,3,2,13,u,,2.18,,,,
ASI,Kyoto,KYO,b,3,2,19,u,,5.3,,,,
ASI,Kyoto,KYO,c,3,3,11,u,,6.96,,,,
ASI,Kyoto,KYO,d,3,3,15,u,,0,,,,
ASI,Kyoto,KYO,e,3,3,12,u,,0,,,,
ASI,Kyoto,KYO,f,3,3,17,u,,24.2,,,,
ASI,Kyoto,KYO,g,3,3,14,u,,0,,,,
ASI,Kyoto,KYO,h,3,3,20,u,,0,,,,
ASI,Kyoto,KYO,a,4,3,8,u,,12,,,,
ASI,Kyoto,KYO,b,4,3,9,u,,4,,,,
ASI,Kyoto,KYO,c,4,3,7,u,Fungus,8.1,,,,
ASI,Kyoto,KYO,d,4,3,2,u,,0,,,,
ASI,Kyoto,KYO,e,4,4,1,u,,2.4,,,,
ASI,Kyoto,KYO,f,4,4,2,u,,0,,,,
ASI,Kyoto,KYO,g,4,4,3,u,,0,,,,
ASI,Kyoto,KYO,h,4,4,6,u,,0,,,,
ASI,Kyoto,KYO,a,5,4,8,u,,0,,,,
ASI,Kyoto,KYO,b,5,4,17,u,,0,,,,
ASI,Kyoto,KYO,c,5,4,20,u,,0,,,,
ASI,Kyoto,KYO,d,5,4,16,u,,0,,,,
ASI,Kyoto,KYO,e,5,4,14,u,,9.78,,,,
ASI,Kyoto,KYO,f,5,4,12,u,,0,,,,
ASI,Kyoto,KYO,g,5,5,15,u,,0,,,,
ASI,Kyoto,KYO,h,5,5,8,u,,0,,,,
ASI,Kyoto,KYO,a,6,5,20,u,,0,,,,
ASI,Kyoto,KYO,b,6,5,4,u,,0,,,,
